tweet_with_emoji_meaning,label
قسمت یاغی خانواده نگاه بابام تتوی جاویدو دید ماشالا شیره پسر شوخی گفتم بابا منم یاغی تتو یاغی مگه یاعلی اون گه می‌خوری یاغی تتو کنی دیگه نذاشت بقیشو ببینیم,1
زبان انگلیسی لهجه داره لهجه بیریتیش لهجه امریکن لهجه زبان آموزا,1
آیسپک مثلا چی ظهور کردو یهو دقیقا وقتی‌که مملکت روز خوش ندید,1
سال داره تموم میشه تابستون  ماه خوردی ازش مونده,0
ازدواج دوستم دوس پسرش فهمیدم پسرا طرز عجیبی بنده‌ی زیبایی بی‌توجهی محلی ان,0
مامانم میگم اینقدر احساس ناکافی نده میگه ناکافی هستی بدونی دیگه خوبه  غریبه بهت بگه,0
امروز ببینمت هماهنگ کی خبر میدی هیچوقت بیناموس هیچوقت نمیخوام ببینمت,1
چطوری آدمایی گیرایی طنزشون ضعیفه معاشرت می‌کنید تازه واقعا هوش رابطه مستقیم داره طنز درک نمیکنه خنگه,0
مادربزرگم زیبا مودب حرف میزنه مثلا امروز پرسید مرادت دیدی مراد اونی دوستش داری میخواد بپرسه برادرتخواهرت کجاست میگه پشتوپناهت کجاست,0
مگه روی‌هم دوره مسابقات بدنسازی ایران برگزار باشگاهی میری مربیش دوره قهرمانی کشور داره,1
واقعیت اینه نور مردمک میشه دوستان زخم زخم دهنمونو سرویس میکنن,0
وسط غذا خوردن یهو داییم زنداییم عزیز جان پات اتفاقی میخوره داری اخطار میدی ساکت شم ساکتم ادامه میدی,1
چطور اونایی مشتی هستن اهل مشهدن اونایی رشتی هستن اهل رشهد نیستن,0
تصویری غمگینتر بچی بهش اصرار بره سنتورشو بیاره مهمونا بزنه دقیقه مشغول حرف زدن نداریم,0
تاثیر معدل مرحله کنکور اعتبار نمره کنکور سال آینده سال داوطلبان پورعباس رئیس سازمان سنجش آزمون سراسری برگزار نمره سال ذخیره معتبر دومین مرحله کنکور تیر برگزار نمره سال معتبر داوطلبی امسال قصد پذیرش دانشگاه نمره سابقه تحصیلی آماده_باشد برگزاری کنکور تیر داوطلب انتخاب رشته سوابق تحصیلی درصد آزمون درصد موثر نتایج شهریور اعلام,0
 خط چشم بلد بکشه سایه گوه میخوره,1
فهمیدم ریزش مو می‌ترسم  خط عجیب صفحه گوشیم گفتم خدا کنه صفحش شکسته باشه مو نباشه,1
جعل تقلب دانشگاه گسترش یافتهبرخی استادان راهنما خودشان پایاننامه می‌نویسند دانشجو پول می‌گیرند سیمین کاظمی پژوهشگر جامعه‌شناس دانشگاه معتبر مشهور استادان راهنما خودشان دانشجو پایاننامه می‌نویسند بابتش دانشجو پول می‌گیرند واقع دانشجو زحمتی صرفا ازای پرداخت مبلغی صاحب پایان‌نامه حاضر آماده_می‌شود صفر صدش استاد انجام جالب کار چندان مخفیانه پیشتر تقلب صورت می‌گرفته عمومیت شیوع عادی,1
بابای دوستم تصادف کارت ماشین‌رو عوض ساعت امروز جلوی بیمه قرار گذاشتن تلفن گفتن کدوم بیمه,1
پیشند بیشرمانه امبر هرد پرداخت بدهیاش جانیدپ استودیو عکاسی فعال زمینه مدلینگ پروژه فیلمبرداری اخلاقی صحنه‌ی مستهجن سراغ امبر هرد رفته پیشندی میلیون دلاری طریق عمده بدهی همسر سابقش جانیدپ پرداخت خوان بازی پروژه امبر هرد شکستش دادگاه معروف افترا همسر سابق جانی دپ منجر محکومیت میلیون دلاری شکل توجهی پیشندی کاری فیلمسازان کاهش‌یافته چهری منفی اذن عمومی علیرغم زیبایی توجهی امبر هرد اعتماد فیلمسازان لیوودی رفته پیشند دندانگیری متوجه استودیو عکاسی زمینه مدلینگ فعالیت پیشندی میلیون دلاری بازی پروژه غیراخلاقی امبر هرد ارائه امبر هرد ورشکستگی نمی‌تواند طلب جانی دپ بدهد ارزش قرارداد میلیون دلار یک‌میلیون دلار عنوان هدیه ساخت بیمارستان کودکان لسآنجلس قرارداد گنجانده‌شده هرچند بعید امبر هرد پیشند شرمانی قبول خبر پیشند جنجال پا الین بردهوفت وکیل امبر هرد دریافت نامی رییس استودیو حاوی پیشند بازی هرد فیلم صحنه‌ی مستهجن قبال دریافت دستمزدی تایید,1
میدونستین امین برعکس میشه نیما مو تن آدم سیخ میشین زندگی داره روز عجیب‌تر میشه,1
مامانم دخترم قابلمه تفلون منو ندیدی گفتم مامان همونجاست انتقام گرفتم ازش,1
افتخار کن هرکسی نمیشه پیدات شوعاف کن موضوع هرجایی نبودی نیستیمغرور شو خودت دم دستی سطحی بودی تشنه‌ی پول جنس مخالف مهمونیاتفاقا دقیقا همیناست غرور میاره اون غرور کاذب الکی دیر سین پیام محلی میاد,0
واکنش فدراسیون والیبال ماجرای خداحافظی موسوی ملیپوشان سال میلیارد پاداش گرفتند میلاد تقوی دبیر فدراسیون والیبال روزنامه جامجم میلیون تومانی داده‌شده علیالحساب پاداش بازیکنان پرداخت‌نشده پولی نگرفتیم بخواهیم بازیکنان بدهیم فدراسیونی دلخور بازیکنان تیمملی سال گذشته نفری میلیون تومان پاداش گرفتند اشاری نکردند اینطور موضع گرفتند,0
هندیا  عبارت معروفی دارن میگه یوتوب بلد باشی هند واسه زندگیه,1
عادت شب خوری اینایی وسط شب بیدار میشن خوراکی می‌خورند مشکلات اضافه‌وزن اختلالات گوارشی ایجاد میکنه بدترش  یخچال گذاشتی فردا هزار امید آرزو میری سراغش می‌بینی بله دیشب توسط شب خور عزیز خورده,1
ساعت امشب فرصت انتخاب رشته کنکور داوطلبان کنکور انتخاب رشته‌ی تحصیلی پایگاه اطلاعرسانی سازمان سنجش مراجعه دفترچه راهنمای انتخاب رشته‌ی تحصیلی پیوست شرایط مقررات دانشگاه‌ مؤسسات آموزش گروه‌ی آزمایشی مطالعه گروه‌ی آزمایشی علوم تجربی علوم انسانی ریاضی فنی دفترچه‌ی جداگانه گروه‌ی آزمایشی هنر زبانی خارجی دفترچه مشترک رشته‌ی آزمون گروه‌ی آزمایشی دفترچه مشترک منتشر داوطلبان انتخاب رشته‌ی آزمون ساعت شنبه مرداد انتخاب رشته‌ی آزمون ساعت یکشنبه مرداد فرصت انتخاب رشته,0
هشدار زرد هواشناسی امروز خراسان جنوبی یزد سیستان بلوچستان خراسان رضوی سمنان کرمان فارس ایلام خوزستان هشدار زرد برقرار,0
شما دیگه پوزیشن حالت خوابیدنی براتون راحت,0
دوستای نتورکیتون زنگ بزنید بنزشون شمارو ببرن دوست دارن,1
عاشق زمستونم ساکت سرد خورشید تاریک تیپ‌ی بوت ت چالکت,0
دقیقا ایران اینه عن ر دیگه,1
انسانی مطمئنم تراپی مبرم داره عمو پورنگه,0
درمان ناشنوایی جنین رحم مادر محققان موسسه سالک پیشرفتی دست‌یافته‌اند درمانی جدیدی کاهش شنوایی ژنتیکی منجر سلولی موی حسی مهمی سیستم شنوایی سطح حلزون گوش ساختاری بلندی نام استریوسیلیا می‌پوشانند پاسخ امواج صوتی مرتعش سیگنالی الکتریکی تولید مغز ارسال انواع ناشنوایی ژنتیکی دلیل کمبود پروتئینی نام ایجاد سلولی مو تنظیم پروتئین کوتاه درستی کار مطالعه محققان بررسی بازیابی سلولی مو طبیعی بهبود شنوایی کمک,0
درامای زندگیم پذیرفتم قدمت دوست رابطی کار نمیکنه حرف مشترکی نداریم کجدار مریز داشتنش ترس دست دادنمو ساکت دوست سالگیت میتونه قطار صورت اتفاقی کنارت نشسته غریبهتر بشه خدافظی بهموقع نجنگیدنه,0
حس زندگی ارزش ورزش کنی داره ارزش رژیم بگیری غذای خوشمزه نخوری,0
 شمالی هیچوقت جملش ببین نمیکنه بگو میکنه,1
میتونید سایت اسم برنامه اندرویدی سرچ ببینید چقدر ردیاب مجوز داره,0
الإهمال الإهتمام هو قتل نفس بریئة بغیر حق بیتوجهی نادیدهگرفتن ابراز علاقه توجه کشتن انسانی بیگناه ناحق,0
موتور طرح کلیک میلیون هندا کلیک میلیون,1
خانومه خیابون زبان فارسی اومد ازم پرسید ببخشید شلوارتو کجا خریدی جوابش کرج عزیزمبود قلب مونترال,1
نخواسته_بود بنویسد دوستم باش نخواسته_بود برایت بنویسد نزدیکترم باش نخواسته_بود هیچکدام جمله‌ی معمولی ردوبدلشونده نفر برایت بنویسد عوض غم مبهمی روزنه‌ی قلبش چشمیش رسیده_بود برایت نوشت روز صبوری کن خواست بنویسد دوستداشتن دلتنگشدن خواستن بلدند صبوریکردن کار هنرمندانی آدم شانه خالی خواست بنویسد نقش هنرمند صبور قصه باش ننوشت این حرفش خلاصه توی سهتا کلمه برایت نوشت صبوریام کن عزیزم,0
هفته لیگ برتر فوتبال شکست استقلال سپان استقلال سپان,1
کلینیکی زیبایی اونایی میرن عمل دماغ لب ژل بوتاکس انجام میدن میگن زیباجو زیباجو آخه عنینه‌ی ادایی,1
غروب جمعه باشه تیمت ببازه خدایی دشمن بخوایم,1
اگه خیابانی گزارشگر می‌گفت دوتا سیلوا زمین داسیلوای استقلال سیلویرای سپان,1
اشتباه میکنین روابطتون بعضیا میگیرین اینا لیاقتشون دم دستی الکی بودنه بهشون ب می‌دید هوا برشون میداره دهن خودتونو سرویس میکنن,0
چین ویروس درست اون کرونا وقت نکردم بگیرم,1
مگه چاقو همهچی قاچ نمیکنه خب بهش بگن قاچو عوضش پیتزا بگن چاقو,1
رویترز گزارش نفت توقیف‌شده ایران سواحل یونان تحویل ایران بارگیری,0
تراپی ممنونمبه بچه‌ی فامیل گردنی می‌زنم,1
زبان فارسی عجیبه‌ فک کن توله‌سگ کره خر تعریف حساب میشه استاد پرفسور فحشه,1
صندلی بهشون میپردازه ازشون تعریف میکنه بهش میگن پایه مالی نکن,1
 غذای سالم خوشمزه نشون میده هدف زندگی عشق حاله سلامتی,0
پنهون احساساتمون تظاهر نشده خوبیم,0
 دوره‌ای جوش میزدن چسب زخم اندازه مربع کوچیک قیچی میکردن میزدن جوشهحتی حس سکسی میگرفتن خواستن بگم خداروشکر اون دوره تموم,1
دارید ناخن کار میشید بذارید یکم پول شغلی دیگم گردش باشه,1
بی‌دلیل اکثر توری مسافرتی روزن تایم خانواده واقعا کار دشواریه,0
ترسناکتر وقتی‌که آدم ناراحت میشن هست هرکاری می‌کنید دیگه ناراحت نمیشن,0
مامانم تلگرام میخوند خانواده ایرانی خانواده ایرانی حیوان خانگی بابام اشاره زد اره درسته,1
رابطه شدید یادتون نره بدست آوردنش چقدر ذوق داشتید تلاش کردید,0
صورتتون خال جوش دارین اعتماد نفستون میاد پایین بابا ماه کجی ناصافیه بازم ماهه,0
استوری اینستا جالبه  نمی‌زاری اون حس می‌کنی دیگه هیچی ارزش استوری نداره,0
واسه ازدواج دنبال نباشید دنبال  آدم معمولی باشید میکنه واستون باشه,0
ازینکه خانوم بگم گربت چاقه بهش کمتر غذا بده خسته_شدم دفعه بعدی گربه میگم عزیزم گوساله نمیفهمه خودت کمتر بخور,1
ازدواج اینه بخوای میگی اون برات بیاره اون بخواد میگه براش ببری این‌که آدم بلند شه براش بیاره زور داره,1
نظرم دوستامم گفتم میرین توی رابطه خورد خوراک نذاریددودوتا چرتا نکنید واسه  سیخ کباب جوجه الان جوری گرونی واسه چایی بندری حساب کتاب,0
ترجیح میدم ازم متنفر باشی واسه ک خودم هستم دوسم داشته_باشی بخاطر خودت ساختی ازم,0
یادگرفتن زبان انگلیسی الان براتون مشکل باشه مطمئن باشین هدییه آینده خودتون میدین,0
گوجه قرمز قرمز مطلقه واقعا مصرف حجم قرمز نیازی نبوده نمیدونم تیم سازنده گوجه کیا نظرم توی مصرف رنگ قرمز واسه گوجه  زیادهروی میزان مصرف رنگ قرمز مدیریت نصف مقدار رنگ کار میومد,0
خانما اصلا حرف مردم اهمیت ندین رانندگیتون عالیه هرکی ناراحته پیادهرو نره,0
میوه‌فروش میگم کیسه پارچی دارم پلاستیک نمیخوام میوه سبزی طوری وزن کن میوه‌فروش جواب غر میزنه سخته کارگر کوچولوش یواشکی بهم میگه کار می‌کنی بز مردن نجات میدی هی پلاستیک میخورن میمیرن,0
خوشنویسی نظرم بیهودهترین هنر ایرانیه  شعری همینجوری نمی‌فهمی چی میگه جوری سر تهش کج می‌کنی دیگه نشه خوند,0
زمستون روزه تابستون روز  سری شلمغز میگن تابستون کوتاهه,1
پسر عاشق غیبتم ینی ببینم دارن بابامم حرف میزنن میرم وسط میگم عوو عو صبر کنین اینو واستون بگم خنده,0
میگین دخترای قد بلند پسر قد بلند بابا اون درازا بدین کوچولو یکم نژادمونو اصلاح,1
نامه فیفا حضور بانوان لیگ تماشاگر ایزد سیفاللهپور مدیرعامل باشگاه نساجی مسائلی ممنوعیت ورود تماشاگران عنوان‌شده نظرم اصلیترین موضوع بحث حضور بانوان ورزشگاه‌ست هفته گذشته وزیر ورزش عنوان فیفا نامه زده مسئله نگرانی تماشاگران نتوانند ورزشگاه‌ بیایند,0
اونقد خرج محصول پوستی کردمهمون پولو می‌دادم میتونستم  پوست بندازم خودم,1
قیمتا  جوریه دیگه سوپ غذاست اشتیاق براش میرم خونه,0
 ویزایی هست اسم اروپاییی سالونم کشورای پولدار اروپا مثلا لهستان نهمیتونن سال برن کانادا استرالیا نیوزیلند اونجا کار کنن اگه خوششون اومد بمونن دفعه بعدی فرآیند مجرت یکیه بزنین توی گوشش,0
هشتاد سالمم بشه اون لحظی اون دکمه فشار میدم کابل جاروبرقی میشه ذوق,1
مشکل اینه می‌کنید گزینه بهتری هست قدر هیچکس هیچی نمیدونید,0
بابا اینجورین پاشو مامانت کمک کن آقا پاشو خودت زن خودت کمک کن,1
میخوام برم کنسرت سیاوش قمیشی اونجایی میگه‌ای پرندهی مجر سفرت سلامت کجا میری عزیزم قفسه تموم دنیا بلند شم بزنم ناراحتی برگرد,1
رپر نسل چیه دیگه پردازشگراشون فرق داره,1
نشد سنتی ازدواج النگو میندازم دستم اون دستم,1
خوبه بره رهنما شیما کاتوزیان هستن شعر ادبیات زنده نگه میدارن,1
تراپی ممنون دهن پارتنرمو سرویس,0
حس ناکافیبودن اذیت میکنه بدترین حس دنیا بازندهبودنه بازندهبودن زندگی کار بچهداری روابط اجتماعی  روز بشینی کاناپه ببینی همهی زمینه‌ باختی,0
امروز پرواز ایرانی مالزی انجام توقف سوخت‌رسانی هواپیمای ایرانی مالزی دبیر انجمن شرکتی هواپیمایی امروز پرواز ایرلاین ایرانی مالزی انجام چراکه دلیل تحریم فرودگاه‌ی مالزی هواپیمای ایرانی سوخت نمی‌دهند,0
عمر طولانی هوشنگ ابتج مشت محکمی دهن کسایی میگن سیگار عمر آدمو کوتاه میکنه,1
فرشته سیاهپوستا میگن نیگائیل,0
بابابزرگم ازدباج تن گفتم دخترای لوس حرف می‌زنی دندوناشو گذاشت بابا میگم ازدواج کن سمعکم آوردم گفتم بله ابتج مرد,1
نظرم قشنگترین وصیت‌نامه تعلق میگیره وحشی بافقی میگه روز مرگم هرکه شیون برم مست خراب می‌انگور آخرش میگه سنگ قبرم بنویسید وفادار برفت جگر سوخته‌ی خسته برفت,0
رفیقم علی اومده بهم میگه ممرضا چقد ارغوانکراشش آدم موجیه عه اصن استوری نمیذاره ریپ بزنم مین اون رفیقم اومد میگه حاجی کلوز ارغوانو دیدید عجب استوری میذاره ماشالا ورزشکارم هست علی آروم پاشد بچه‌ کاری ندارین میرم,1
مرد قبلا میرفتن جنگ واسه نرو شام میرفتن شکار خرس الان پیام سین نمیزنن شرایط روانیشو ندارن,1
سالگی مردن سخت باشه کلا مگ مونده دانلود شی یهو کنسل میشی,1
رفیقم زنگ‌زده میگه دوست احمقمون خبر میگم کیو میگی فلانی میگی میگه کس خاصی منظورم می‌خواستم ببینم کدوممون احمقیم فهمیدم,1
اپلیکیشن اینستاگرام آیفون لینکی کلیک وب سایتی بشوید کاریی وب‌سایت انجام می‌دهید آدرس فرمی پرشده پسورد توسط اینستاگرام ذخیره موضوع روز گذشته منتشر حلش کلیک لینک پایین اسکرول کلیک نقطه‌ گزینه انتخاب صفحه مرورگر داخل اپلیکیشن اینستاگرام نشود,0
سنتون پایینه شریک عاطفیتونو بعدا وقتشو مثلا امروز شدت خوشم اومد عجله داشتم رفتم دنبال کارام,1
جمعه اونجاش خوبه بیدار میشی می‌کنی شنبهس یادت میاد جمعهس میتونی بخوابی بدیشم اونجاس دیگه خوابت نمیبره,1
گیاهخواری بجز باکلاسی تبعات دیگی داره خانم توجه تحقیقات جدیدی ۲۶۰ زن میانسال بریتانیایی انجام‌شده نشون رژیم گیاهخواری مقایسه گوشتخواران ۳۳ درصد معرض شکستگی لگن قرار شکستگی لگن شکستگی حلقه استخوانیه ستون فقرات باسن وصل میکنه حقیقتا بد دردیه خلاصه بخاطر لگن بیخیال کوبیده جوج زغالی بال کبابی نشید حیفه بخدا مگه چقدر زندیم سبزی بخوریم  خنده,0
مبادله رمزارز ممنوع رئیس‌کل بانک مرکزی سال دولت آییننامی تصویب طبقات مجوز قانونی استخراج رمزارز رمز ارز استخراج‌شده واردات استفاده مبادله رمزارز عنوان سرمایهگذاری ممنوع مقرراتی آماده‌شده هماهنگی وزارت صمت رمزارز واردات بهرهبرداری,0
سال یادمه بی‌ربط عکسا دوست‌ی صمیمی تگ می‌کردیم یسری می‌دیدی نفرو تگ میکردن واقعا,1
آهویی دارم خوشگله فرار ز دستم بهنظرتون کودک اون سن تاب شنیدن ز داره ز واقعا کجای زندگی چرساله قرار بچه ارزش ویژی قائل برسه تجسد نحیفش,1
مرحلهی کشیدن سیفون توالت فرنگی واقعا جذابه عن ادمو میچرخونه ادم دلش میخواد سفالگری کنه,0
اون اوایل کلوزفرند اینستا اومده فک می‌کردم اینایی استوریشون سبزه سیدن,1
یادمه خوابگاه  هم‌اتاقی داشتم نامزدش دعواش گریه حرصش آب بینیشو عروسکی اون براش خریده_بود پاک,1
 گیلک وقت غذا خوردن نمیگه دست درد نکنه خوشمزه میگه وای خودا بترکستم د نتانم,1
برم طوفان میشه هستم,1
برج ایفل اونقدرم زیبا دیدمش خوشگله‌ مطمئنا زیباترین جاذبه‌ی گردشگری ایتالیا,1
امشب نگاهتان آسمان ابر ماه سال ببینید امشب پنجشنبه مرداد شاهد چرمین ابرماه سال میلادی خواهیم_بود ابرماه تیر بزرگتر پدیده نقاط دنیا کشور ایران قابل‌رؤیت,0
بقیه انقدر مشکلات خودشون غرقن دیگه واسه درک دردت ندارن شایدم میل حوصلشو ندارن بهرحال انتظار درک نداشته باش,0
تراپی ممنون شماره کارت میدم بهتون,1
پدر مادرتون کار موبایل مشکل میخورن سوالای پا افتاده میکنن حوصله جوابشونو بدید اونا حوصله بزرگتون,0
دوستم میگه طناز طباطبایی می‌شناسی گفتم چطور بامن دوسته اینستا روز براش شارژ ده هزاری می‌فرستم  خنده,1
امروز داروخونه  آقایی تیپش معلوم کارگره داروش مسئول داروخانه دیروز ده چسب کمر خواستم دادین اون دوتا داروم حساب کن گفتم الهی درد بلای کارگر حلال خور بخوره سر اونی مسئوله دزدی میکنه,0
خونوادهی کادوی تولد جوری انتخاب میکنن بعدا خودشون باشن بتونن استفاده کنن مثلا الان  آرامپز مامان  چرخ خیاطی مامان‌بزرگ  سرسیلندر نو عموم اتاقم دارم,1
کوردا  قربون صدقه‌ام میگیم‌گر قلبت ژان بگر قلبم نم ناو سینت کسم یعنیاگر قلبت درد بگیره قلبمو می‌زارم میون سینه ت کسم,0
استعداد خاصی داری  مرتی درس میخونی کار می‌کنی ایران ایران نداره هرجا بری گوهی هستی هستی قرار اونور خاطر هیچی نبودنت بهت حقوق بدن,0
 خاله دارم حاضره ساعت مادرم جلوی حرف بزنه حاضر بیاد داخل عجله داره بره,1
زنی آدم حسابیه توجه محبت کن بفهمش بهشتی وعده دادنو دنیا تجربه می‌کنی,0
هفته دیگه مراسم چهلم مادربزرگه صبح دیدم مامانم نشسته پای تلفن دقایقی گوشی گذاشت ازش پرسیدم کی زنگ زدی عزیزت برنداشت احتمالا دسشوییه خونه همسایه مبهوت لال نگاهش اشپزخونه تمیز دستمال کشیدن,0
ساعت بازی سرخابی اصفنی مسابقه استقلال سپان اصفن فردا جمعه مرداد ساعت ساعت ۱۹ ورزشگاه آزادی آغاز مسابقه تیم ذوب‌آهن اصفن پرسپولیس روز شنبه مرداد ساعت ساعت ورزشگاه فولاد شهر اصفن آغاز,0
اصلا فکرکردید چیشد کرج شهرستانی تهران یهو تهران جدا اعلام استقلال  استان مرکز استان چرمین شهر پرجمعیت کشور اصفن خط مترو شهری زد بله دوستان میگن قدرت کرج دست‌کم گرفتیدش کرج کهکشانه,1
انتخاب رشته دانشگاه آزاد مرداد پایان سازمان سنجش آموزش کشور داوطلبان حاضر جلسه آزمون سراسری متقاضی تحصیل دانشگاه آزاد رشته‌ی پزشکی دندانپزشکی داروسازی دامپزشکی ساعت روز جمعه مرداد انتخاب رشته زمان انتخاب رشته دانشگاه‌ی دولتی مرداد مرداد,0
مدارس سال تحصیلی آینده حضوری وزیر آموزش پرورش مدارس سال تحصیلی آینده حضوری تدابیر جهت برگزاری کلاس‌ صورت حضوری همکاری ستاد ملی کرونا اندیشیده_شده_است ایراد آییننامه رتبهبندی معلمان رفع فرایند اجرای طرح نظام رتبهبندی معلمان شروع‌شده,0
حس نمی‌کنید دیگه باهوشی نیستین,0
رابطه‌ای افت تحصیلی بهم خوردن ساعت خواب هدف تون اجتماع دوستاتون میشه نکنید رابطه خوبیه عاشق همدیگه‌اید افراطی هستید افراطی دیر زود گند میزنه چی رابطه,0
نداره دختر باشی سوار ماشین دوست پسرت بشی افتابگیرو پایین ندی اینه خودت نگاه نکنی همونجا اسمت رژ اینه بنویس دیگه نتونه دختر دیگه‌ای سوار کنه,1
داستایوفسکی نامه‌ی عاشقانه آنا اینطور مینویسه یادت نره دوست دارم دلم تنگه برات ندارمو بگیر مال خودت مال چشات,1
پیکر هوشنگ ابتج رشت خاک سپرده_می‌شود یلدا ابتج فرزند مرحوم هوشنگ ابتج صفحه اینستاگرام اعلام اساس هماهنگییی ایران انجام‌شده مراسم تشییع پدرم درخت ارغوان انجام خاکسپاری شهر رشت خواهیم_رفت,0
پارک بودم  خانمه نوه‌شو آورده_بود می‌گفت دخترم جدا بچهیساله داره سنم دوشم چقدر عصبی هستن اذیتم میکننپدرشون نمیخوادشون مادرشونم دیر وقت سرکار مجبورا نگهشون میداره لعنت خودخواهیاتون آینده بچه‌رو اینجوری داغون می‌کنید,0
اسم رپرای خارجی عجیبه اسمشو گذاشته ایرانی می‌شد‌ی ذره بچه,1
اینایی خودشون متاهلن هی بقیه میگن زن نگریا بگی اگه ناراضی‌ای زنتو بده,1
واسه رفیقم دنبال خونه بودیم وام قرض ۱۵۰ تومن پول جور بنگاه‌ نفر  مغازه ۵ میلیاردی معامله میکردن فروشنده خریدار بخاطر گل ۲۰۰ تومن تخفیف دادم رفیقم ببین اینا گل روشون دارایی بیشتره تف,0
مردی چاه زنی زیبا دید پرسید زیرکی زنان چیست زن فریاد مردم فراخواند مرد وحشت پرسید می‌کنی قصد اذیت نداشتم دیدم خانم محترم زیبارویی هستی خواستم سوالی بپرسم مردم برسند زن سطل آبی چاه کشید سر ریخت مرد باتعجب پرسید کردی زن خطاب مردم کمک آمده_بودند ای مردم چاه افتاده_بودم مرد جان مرا نجات مردم مرد تشکر متفرق دراین زن خطاب مرد زیرکی زنان اذیتشان کنی کام مرگ می‌کشند احترامشان کنی خوشبختت شیطان فرزندش نظاره‌گر ماجرا حالیکه سیگارش می‌تکاند فرزندش خاک سرت یاد بگیر,1
همسایمون بهم زنگ زد ببخشید میشه بری سگم بازی کنی صبح تنس گفتم ببخشید قفله چطوری برم برو صدای گربه بیار اونم واکنش نشون بده خوشش میاد خنده,1
عمیق‌ترین نقطه‌ای دست بشر تونسته بهش برسه ایستگاه مترو تجریشه کلنگ هسته زمین فاصله داره,1
حساب پدرم پولی انقلاب باش زمین خرید خونهمون ساخت الان میتونست زعفرانیه سانتیمتر مربع آپارتمان بخره,1
توقع دخترای دنبال پسرای میگردن واسه رابطه معتقدن سنشون میفهمن,1
معین  جوری آهنگ رویا میگه دنیا چی میخوام بال پرواز ندونه میکنه هزار تومن قرض میخواد مرد حسابی خدا حضرت سلیمان نبی  فرش بال میخوای آخه,1
نمک دریایی آلودهترین نمکییست میتونید مصرف نمک آبی صورتی قرمز دکان بازار فروشندگان رند خاصیت عجیب غریبی نداره پول پرداخت نمکی تصفیه‌شده نظارت غذا دارو اونست پول الکی فشارخون نمی‌دید,0
عکس گذاشته مامان بابا دوس دخترش نشستن دارن یاغی میبینن اسم دوس دخترمو گوشیم ممد سیو,1
الان یهو یادم اومد  خوابگاه سالن خوشحالی زد بچه‌ برام قلب فرستاد تشویق سوت زدن,1
 دوستی تعریف هفته‌ی تحصیلش کانادا استادش کشیدتش ببین اوکیه توی آزمایشگاه آب بخوری اشکالی نداره آدم تشنش میشه پنن کنی پرسیده وا اینو گفتی آخه دیدم همش بطری آبتو برمیداری میری توالت,1
اگه  زن واسه  مرد گریه کنه حتما ته قلب دوسش داره اگه مردی  زن گریه کنه زمین مردی نمیشه اون دوسش باشه,0
 درس ادبیات مدرسه پسره قلب مادرش میاورد ببره بده عشقش پسره میوفته زمین قلب مامانش ناراحت میشه قشنگ هروقت یادش میوفتم می‌رینم خودم بی‌تفاوت,1
 کار رفته_بودم  دختره می‌گفت میرم خونه دوستم افسردگی می‌گیرم اتاقش ۱۵۰ متره خونهشون استخر داره اتاق ۵۰ متره ساختمونمون  دونه استخر داره پدرسگ محلهمون استخر نداریم,1
مامانم کمدا انباریو مرتب می‌کردیم  جعبه مداد رنگی رنگ مامانم گفتم چیه دیدم ترکید خنده اینو گرفته_بودم گرفتی بدم بهت خاک سرت کنن,1
ابتلای نفر چین ویروس پای حیوانات محققان ویروس جدیدی نام لانگیا شناسایی نفر استان شرق چین مبتلا شدند اساس مطالعه منتشر مجله پزشکی نیوانگلند تصور ویروس حیوان انسان منتقل تب خستگی سرفه علائم مبتلایان ویروس,0
بانک صادرات افتتاح حسابش اینترنتی شکل بری نت حسابت  بانک دیگه دفعه تومن میشه وسطش سیستم میپره بالاخره خواست میدی بعدش حضوری بری بانک پای درخواستت امضا کنی  خنده,1
باش ازدواج می‌کنی کسیه باش دعوات میشه ماشینی می‌خری ماشینی هست تعمیرش کنی شغلی دوسش داری شغلیه استرسش تحمل کنی بهت میده لازمه نقص شو بپذیری اون میشه دوست,0
ممنوعیتی عجیب رسانه‌ بازی استقلالسپان تیم استقلال سپان ساعت فردا ورزشگاه آزادی برگزارکنندهی دیدار افتتاحیه لیگ برتر فصل بیست خواهند_بود حالیست بهجز عوامل زنده رسانه‌ی تصویری برنامه‌ی تولیدی صداوسیما قادر فعالیت پوشش مسابقه نخواهند_بود درخواست باشگاه استقلال نامی باشگاه سازمان لیگ ارسال رسانه‌ی تصویری مجاز فیلمبرداری حواشی اتفاقات پیرامونی بازی,0
بی‌سر صدا پوستی مالیات ۹ درصد  شارژ می‌خری ۹ درصد می‌پردازی  همون اعتباری مالیاتش دادی داری استفادهش می‌کنی صورت مثلا قیمت دقیقه تماس ۸۹۹ ریاله اضافه ۹ درصد میشه ۹۷۹,0
سریالی رکورد پربینندهترین سریال ایران زدن افسانه جومونگ ستایش مختارنامه مخلوط سریال اگه نتفلیکس بخره میتونه رکورد اسکویید گیم بزنه افسانه ستایشنامه,1
ذوزنقه کلمهی بیخود غیرضروریایه میذاشتن چستطیل بچه‌م مدرسه  لبخندی میزدن,1
اگه  روزی خارج ایران مجرت کاری فیلم‌ سریال‌ی خارجی ایران قبلا دیدم یک‌بار دیگه می‌گیرم می‌بینم ببینم واقعا قضیه چی واقعا اون یارو عموی سوباسا دوست مامانش اوشین خدمتکار منزل مادر چ چیکاره,1
