Text,Top Reaction,Top Reaction Count,Views,Date
می‌گن ترسیدن باعث بند اومدن سکسکه می‌شه؛ ما هر وقت سکسکه‌مون می‌گرفت یهو مادربزرگ‌مون می‌گفت: «اون پول من که فلان‌جا بود تو برش‌ داشتی؟»؛ ما تا میومدیم بفهمیم این، مربوط به همون قضیه سکسکه و این‌ها می‌شه یه‌دور قشنگ نفس‌کشیدن یادمون می‌رفت...   •ع‌ج•  @OfficialPersianTwitter,😁,1257,93477,2023-06-17
تنها جایی که پیرمرد پیرزنا توی تکنولوژی از ما جلوترن توی کارتخوان نونواییاس. لعنتیا مثل هکرا سریع ثبت سفارش میکنن  »بریکینگ افتضاح«  @OfficialPersianTwitter,😁,2027,83419,2023-06-17
بچه ها بهتون گفته بودم عمه مادرم ازدواج کرد😂 اینم گفتم که با شوهر خواهرش ازدواج کرد. بابابزرگم وقتی این خبرو شنید تهران نبود. وقتی رسید تهران با عصبانیت اومد زد زیر گوش من. پشمام ریخت، گفتم چرا منو میزنی‌؟ گفت تو غلط کردی زنگ میزنی با خنده تبریک میگی. (بچه ها من کار اشتباهی نکردم فقط زنگ زدم گفتم آقاجون تبریک میگم داماد دار شدید البته با خنده😂)  خلاصه آقا جونم گفت فراموشش کنید اتفاق خاصی نیوفتاده، فقط یه ازدواج سادس گندش نکنید. پسر خالم گفت بابا بزرگ ما که مشکلی نداریم؛ اتفاقا خوشحالم هستیم، شما گندش کردید. آقا جونم بلند شد و باز اومدو زد زیر گوش من گفتم چرا منو میزنی؟ گفت این حرفارو تو یادش میدی. خلاصه رفتیم خونه عمه مادرم برای تبریک و این حرفا. اما متاسفانه عمه ی مادرم فوت شده بود و ما دیر رسیدیم.... نه شوخی کردم زندس رفتیم بالا، آقا جونم همرو از اتاق بیرون کرد. گفتم آقاجون من میمونم. شایدنیاز بود بزنی زیر گوش کسی... چپ چپ نگام کرد گفت گمشو برو بیرون. بعد از ۱ ساعت بحث و جدال و سر و صدا بین بزرگای فامیل. آقاجونم اومد بیرون و تصمیم گرفتن برن محضر تا تکلیف ارث و میراث و اموال رو از همین الان مشخص کنن تا بعد فوت هر کدوم از بزرگتر ها، بچه ها به مشکل نخورن.  »amirbot«  @OfficialPersianTwitter,😁,1307,86879,2023-06-17
یه چیزیو که تو تهران من هیچوقت نفهمیدم این بود که ملت لباس ورزشی می‌پوشیدن، سوار ماشینشون میشدن، 1 ساعت تو ترافیک، میرسیدن باشگاه انقلاب، هزینه عضویت میدادن، هزینه پارکینگ میدادن، میرفتن تو مجموعه، 45 دیقه پیاده روی میکردن، بعد دوباره برمی‌گشتن، دوباره ترافیک، میرسیدن خونه. چرا؟  »Maverick«  @OfficialPersianTwitter,😁,2711,88850,2023-06-17
هر ماه یک هفته‌اش رو خون ریزی داره باز زنده میمونه و سالمه بعد تو با رفتنت داری تهدیدش میکنی گوزو؟😂😂  »جاست عرفان«  @OfficialPersianTwitter,😁,3321,84780,2023-06-17
اگه میخواین بدونین حیوون خونگی چقدر برای صاحبش عزیزه دقت کنین که جان ویک از ۲۰۱۴ بخاطر اینکه سگشو کُشتن داره آدم میکُشه  »خلافکار«  @OfficialPersianTwitter,😁,2621,99170,2023-06-17
خواهرزاده‌م تو دسشویی غمگین وایساده بود، پرسیدم چی شده خاله، میگه ناراحتم، جیشام هی میریزه اینور اونور، نمیریزه مستقیم تو چاه دورت بگردم که هنوز به اپشنات مسلط نشدی پسر نازم:))))))  »ماهْ‌ماه«  @OfficialPersianTwitter,😁,3095,81316,2023-06-17
۵۰۰ صفحه جزوه رو تو ده دقیقه تموم کردم خدایی خوب میسوخت  »اشکان مدیری«  @OfficialPersianTwitter,😁,1845,82776,2023-06-17
دیت اول پرسید چند تا بچه دوست داری؟ گفتم هفت تا هشتا هرچی بیشتر بهتر گفت خوبه خونه شلوغ میشه ولی رفت دیگه بهم زنگ نزد برگرد دیوونه‌ی مغرور شوخی کردم هرچی عاقایی بگه  😭  *نگارین گلشنش روی است*  @OfficialPersianTwitter,😁,2675,85814,2023-06-17
ایرانیا از کار گروهی، فقط اون قسمت گروه زدن تو واتس اپ و تلگرامشو خوب یاد گرفتن  *احسان کنسل*  @OfficialPersianTwitter,😁,2084,102285,2023-06-17
‏اگه زمین تخت نیست پس چرا ما انقد خوابمون میاد؟  »Siver«  @OfficialPersianTwitter,😁,1642,98493,2023-06-17
اومدم فرودگاه خیلی جالبه یه تونلی هست تاریکه و ساک از زیرش رد میشه نمیدونم برای چیه ولی منم از زیرش رد شدم خیلی حال داد خواستم دوباره رد شم مامور جلومو گرفت. فک کنم برای بچه هاست  »شارلــوت درونــــته«  @OfficialPersianTwitter,😁,1788,94595,2023-06-17
سریال سروش صحتُ دیدم. امیدوارم ساخت این سریال توسط سروش، صحت نداشته باشه  »احسان کنسل«  @OfficialPersianTwitter,😁,1809,92226,2023-06-17
بیمار اومده می‌گه خیلی خستم دکتر، بی‌انرژیم، بی جونم؛ گفتم منم همینطور زندگی همینه، گفت مرسی از راهنماییت دکتر و رفت، سیرکه قشنگ :)))))))))  »Prozac Dream«  @OfficialPersianTwitter,😁,1871,90281,2023-06-17
مامانم دوره ای که با پدرم دوست بوده از بابام میپرسه شما از کجا گاز میگیرید؟ ( گاز کشی نبوده زمان جنگ کپسول گاز گیرشون نمیاومده)  بابام گفته از هر جا اجازه بدی بهم، و همین سبب آشنایی بیشترشون شده :))))  »مکانیک السلطنه«  @OfficialPersianTwitter,😁,3385,90993,2023-06-17
از بچه های پزشکی کسی اینجا هست؟ یه دارویی که یه دوز مشخصی ازش یه مسمومیت ریزی بده در حدی که نری عقد دومین ازدواج پسرخاله ت چی تجویز میکنید؟  »پوریا‌‌ی امّا«  @OfficialPersianTwitter,😁,2047,89755,2023-06-17
ارشد خوندن تو همون دانشگاهی که کارشناسی خوندی بدی‌ش اینه که ۲ روز قبل امتحان تو کله‌ت میگی حله میری خوابگاه طرشت می‌شینی با حاج‌علی درس رو جمع کنی؛ یهو میگی شت حاج‌علی کارولینای جنوبی‌ه، طرشت نیست.  *AliAkbar*  @OfficialPersianTwitter,😁,1478,84316,2023-06-18
ظرف قهوه آسیاب شده ریخت روی کابینت، نیم ساعت بعد کلی مورچه دورش جمع شد نگرانم عادت ندارن بخورن تپش قلب بگیرن  *قاوف*  @OfficialPersianTwitter,😁,1740,80801,2023-06-18
ماشینه جلو پارکینگ پارک کرده، اومدم برم دیدم یه شماره روشه زنگ زدم قاطی، گفت اقا من ماشین ندارم اشتباهه، از من اصرار از اون انکار، خلاصه یه ساعت گذشت کارد میزدی خونم در نمیومد، که یه دختری خونسرد اومدسوار شد، میگم خانم این شماره کیه گذاشتی؟ میخنده میگه وای وای چرا ۸ رو ۴ نوشتم 🫤  *کتابشاه سوم*  @OfficialPersianTwitter,😁,1896,79736,2023-06-18
مامانم بدون اغراق روزی هفتاد هشتاد رکعت نماز میخونه، بعد از بابام بپرسی تو چرا نماز نمیخونی؟ میگه ما تقسیم وظایف کردیم. زنم جا دوتامون نماز میخونه، منم درعوض کارها و خریدهای خونه رو میکنم.  *پشه خسته*  @OfficialPersianTwitter,😁,2224,86213,2023-06-18
تراپیسته وسط جلسه یهو گفت  I’m shocked are you sure you’re ok? 😭😭😭😭😭😂😂😂😂😂😂😂😂😂  آره عزیزم هنوز بشین برات بگم چیزای مهمش مونده.  *شیر*  @OfficialPersianTwitter,😁,2064,77139,2023-06-18
گیلاس و شلیلو میزنین به بدن بعد به تابستون فحش میدین؟ لیاقتتون همون کیوی و پرتقاله.  • آیدونگ •  @OfficialPersianTwitter,😁,2536,76012,2023-06-18
داشتم از پارک میومدم بیرون ،یه پیرمرد صدام زد گفت نمیتونم با این پاهام دنبال نوه هام بگردم میشه بری ببینی تو اون جمع نوه های منم هستند که صداشون کنی ببرمشون خونه! گفتم چشم پدرجان،اسم نوه هاتون چیه  یکم من من کرد گفت خاک تو سر بچه هام با این اسم انتخاب کردنشون :)))))))  • رمدیوس زیبا •  @OfficialPersianTwitter,😁,3717,74597,2023-06-18
چطور شمالیا دعوا رو بگیرن اوکیه، ولی ما ترکا دعوامون در بیاد می‌شه داستان؟  • نازنین💤 •  @OfficialPersianTwitter,😁,2190,78028,2023-06-18
فرق دانشگاه آزاد با دانشگاه سراسری اینه که تو دانشگاه سراسری شما به هیچ جا نمیرسی، تو دانشگاه آزاد هزینه می‌کنی که به هیچ جا نرسی.  •آقا الماسی•  @OfficialPersianTwitter,😁,1756,76030,2023-06-18
ارشد با بابای پسرک چندتا درس مشترک داشتیم، اصولا اصراری نداشتم به شوهر بچسبم و خیلی ها نمیدونستن ما زن و شوهریم. سر یک کلاسی خانمی از گرایش دیگه با ما بود گفت یک چیزی بگم ناراحت نمیشی؟ گفتم نه، چی؟ گفت اون آقاهه که اون روبرو، اون وسط نشسته خیلی تو رو نگاه میکنه و گاهی میخنده. گفتم اون کچله؟گفت آره. گفتم چه بی شعور! مرسی گفتی. بین دو تا کلاس رفتیم بیرون، دیدمش گفتم آقا شما بیایید اینجا لطفا! حالا خانم همکلاسی هم کنارم وایستاده بود. خیلی جدی و با اخم گفتم شنیدم شما سر کلاس هیزی میکنید، منو می‌بینید میخندید، خجالت نمیکشید؟ خندید گفت آخه خوشگلی. گفتم پس دو تا قهوه برای ما بیارید، چشم چرونی هزینه داره. گفت چشم و رفت.  این طفلکی رنگش شده بود گچ دیوار! خنده‌ام گرفت گفتم شوهرمه! چنان نفسی کشید هنوز صداش تو گوشمه، گفت داشتم سکته میکردم.  •مادر ِ کمانگیر•  @OfficialPersianTwitter,😁,3774,79755,2023-06-18
تو هواپیما بغل دست یه خانمی بودیم. که استراحت میکرد. رسیدیم یونان یه ده دقیقه پیاده رفتیم تا اتوبوس دیدیم عه اونم پشت سر ما رسید. طبق قانونی که با شان داریم تو  مسیرهای پیاده بیرون خونه/سفر باهم انگلیسی حرف میزنیم. این خانم هم به انگلیسی سلام کرد و یه کم حرف زدیم، وقتی فهمید ساکن فرانسه ایم، به فرانسوی حرفامون رو ادامه دادیم. صحبت مسافرت و اینا شد، گفتم ماه پیش دانمارک بودیم، گفت من چند سال اونجا زندگی‌کردم، گفتم جالبه. اصلیتتون مال کجاس؟ گفت ایرانی ام. خوب! بقیه شو فارسی ادامه دادیم! اسمم رو پرسید گفتم اسمم تلفظش سخته یه کم. ترکیه. گفت چه جالب! ترک کجایین؟ گفتم تبریز. گفت منم تبریزی ام. خوب ادامه بحث رو ترکی حرف زدیم 🤣🤣 گفت من مال فلان محله م ، دیدیم هم محله ای هم هستیم. خلاصه شماره ها رو دادیم و من به مامان زنگ زدم. گفتم خانمه اسمش فلانی بود، مامان گفت من با خواهر بزرگش همکلاس بودم، زنگ زدی سلام برسون. 🤣  »‍صاحبِ خانه امن«  @OfficialPersianTwitter,😁,4493,101943,2023-06-18
‏امروز تو کلاس زبان یکی از همکلاسیام رو کرد به من گفت «اوبی» تو فارسی ینی چی؟ من یهو پشمام ریخت گفتم اینو کی بهت گفته؟ گفت چرا خیلی بده؟ گفتم آره خیلییی! بعد گفت مگه نمی‌گید «سلام، اوبی؟» =)))))))  »Negar«  @OfficialPersianTwitter,😁,2225,93924,2023-06-18
مادرشوهرم دیشب زنگ زد و نیم ساعت داشت میگفت بچه‌دار‌ شید. من فقط با لبخند میگفتم باشه باشه. بعد دیدم خیلی داره طولانی میشه گفتم خیلی خب پس قطع کنید که تا دیر نشده ما بریم دنبال کارای اداریش!  »رجینا فلان‌جی«  @OfficialPersianTwitter,😁,3394,81858,2023-06-18
عموی من هفته پیش زنگ زده که یکی از دوستان ازت خواستگاری کرده، میگم عموجان من کارم اوکی شده دیگه دارم کلا از ایران میرم، میگه نه اوکیه بهش گفتم اون مشکلی نداره، گفته باهاش میرم🙄🤣  »سلاخ مهربان«  @OfficialPersianTwitter,😁,3221,78323,2023-06-18
آقا تو ماشین دم کلاس دخترم نشستم جلوی یه دکه دارم موزیک گوش می دم  یه دختره با یه ماشین خوب اومد خیلی خوش تیپ زد به شیشه گفت من شبیه گداهام  گفتم جااان؟؟ گفت من گداااام؟؟؟؟ گفته نه بخدا  گفت بیا یه نخ سیگار برام بگیر با بابام دعوام شده کیفم همرام نیس  گفتم چشم  گفت چی خوبه  گفتم چی؟ گفت سیگار دیگه  گفتم والا من سیگا ی نیستم اخه  به یارو گفت چی خوبه  یه گرونشو بده ها این مردا همه مثل همن  گرون ترینشو بده  فقط روشن کن بده من بلد نیستم  بعد یارو یه وینیستون روشن کرد داد  گفت این که دهنی شد  یکی دیگه بی دهن بده 😅😅😅 یعنی من فر خورده بودم یارو گفت اقا شما برای خانومت روشن کن  خلاصه گفتم بده من کمک کنم روشن کنه سیگارو داد و با کمک من که خودمم بلد نیستم روشن کرد و بازم گفت همتون مثل همید  گفتم بابا به من چه  گفت مگه مرد نیستی 😅 گفتم والا الان دیگه مطمئن نیستم 🤣🤣 گفت دیدی همتون مثل همید  بعد سوار ماشین شد رفت  اینم شانس ماعه بخدا  »ریتی مارتین«  @OfficialPersianTwitter,😁,1985,81740,2023-06-18
کوسه قاتل یعنی چی؟ بقیه‌شون جرمای دیگه مرتکب میشن؟ مثلا حمله میکنن فقط کیف و گوشیتو میگیرن در میرن؟؟؟  »potanciel«  @OfficialPersianTwitter,😁,1728,84896,2023-06-18
یکی از دوستامو بعد از ۴-۵ سال دیدم، پرسید کجا کار میکنی گفتم اسنپ خیلی متعجب پرسید اسنپی؟ ولش کن اسنپو بیا آژانس پیش خودم درآمدتم میره بالاتر گفتم نه خوبه خداروشکر یه پولی میاد… احتمالا اگر الان متوجه بشه که من مدیر تیم فنی اسنپم احتمالا ناراحت میشه از همینجا عذرخواهی میکنم، حوصله نداشتم توضیح بدم :)))))))  »Abolfazl«  @OfficialPersianTwitter,😁,3133,77092,2023-06-18
امروز خانمم اومده بود محل کارم و این خانمه همکارم، یه دفعه قفلی زد به تعریف کردن از من. یه جوری با آب و تاب در مورد من و رفتارم با همکارای خانم تعریف کرد که وقتی داشتیم برمی‌گشتیم خونه، خانمم تو ماشین میگفت الان واقعا نمی‌دونم باید بهت افتخار کنم یا جرت بدم؟🤦🏻‍♂️😂  »لکچریاسوس«  @OfficialPersianTwitter,😁,3409,80420,2023-06-18
چرا عنکبوتا هشتا پا دارن ولی هشت پاها عن تا کبوت ندارن؟  »Nazanin«  @OfficialPersianTwitter,😁,1626,83424,2023-06-18
دیت با پسر تبریزی اینطوریه که طرف ۳۳ سالشه، خونه و زندگی خودش رو داره ولی وقتی با تو میخواد بره بیرون به مادرش میگه: گئدیرم توپا. یا کادو میخری براش میبره خونشون میگه: هه بودا اله علی وان نان گتیریپ بیلمه  »نگینسنت«  @OfficialPersianTwitter,😁,1414,84709,2023-06-18
هفته دیگه عقد پسرداییمه وتاکید کرده حق ندارین بچه‌مچه بیارین تو مراسم من! زنگ‌زدم اقوام عصبی رو با بهونه بچه‌ها شلوغکاری میکنن و مراسم خودشه و .. آروم کنم که فهمیدم منِ ۲۷ ساله رو هم جزو بچه‌ها حساب کرده  :))))))))  »آرتی«  @OfficialPersianTwitter,😁,3686,79752,2023-06-18
بیمارم یه بچه چهار سال و نیمه داره، تازگیا یه جفت دوقلو هم به دنیا آورده.  بچه خیلی جدی اومده به من میگه: شما بچه داری؟ گفتم: نه گفت: ما دو تا داریم شبیه همن یکیشونو میفروشیم 😂😂😂 فرداشب بیاید ببرید 😂😂😂  »دکتر فالانجی«  @OfficialPersianTwitter,😁,3824,92952,2023-06-18
الان یادم اومد ما کرمانشاهیا به «دم‌کنی» میگیم «در خفه کن». یه خشونت بی‌مورد و بی‌دلیلی زیر پوست این شهر جریان داره.  »فریور خراباتی«  @OfficialPersianTwitter,😁,2197,85676,2023-06-18
بابام امروز داشت پروفایل واتس اپمو نگاه میکرد یهو از مامانم پرسید، پرنیان فتوشاپ بلده؟  منظوری داشت؟  *parniaaaan*  @OfficialPersianTwitter,😁,2678,84693,2023-06-18
مریضم واسه اسهال اومده بود لا به لای حرفاش گفت کل بدنم کبوده، میخوام برم جن گیری، میگن اجنه این کارو کرده، خلاصه براش آزمایش نوشتم و تست های انعقادی و پلاکت .. و نهایتا بستری و تشخیص ITP بعد چند ماه اومد گفت ینی علتش چی بود، گفتم ایدیوپاتیک دیگه کاملا مشخص نیست گفت پس همون اجنه:))  *دكترشكر*  @OfficialPersianTwitter,😁,1598,82723,2023-06-18
"داشتم آدرس بسته‌های ارسالیمو اوکی میکردم دیدم یکی از بچه‌های شمال انتهای آدرس نوشته: «...,روبه‌روی دریا، پلاک...». ببخشید ولی به این آدرس، فقط کلاه قورباغه‌ای که بافتم نمیره. منم باهاش میرم.  *نورا میبافه*  @OfficialPersianTwitter",😁,2131,81187,2023-06-18
یه هنذفری از مترو گرفتم خیلی نوستالژی بود منو برد به دوران دبستان، اونجا که آزمایش علوم انجام می‌دادیم با نخ و دو تا لیوان صدا رو انتقال می‌دادیم  ؟شاک شوکا*  @OfficialPersianTwitter,😁,1976,87898,2023-06-18
پارسال همین موقعا بود که از دوستام پرسیدم به نظرتون من کی زید می‌زنم؟ یکی می‌گفت یک ماه دیگه، یکی می‌گفت دو ماه دیگه، نهایتا سه ماه. حتی بدبین‌ترین هوادارم هم انتظار این نتیجه رو نداشت.  *تارانزینو*  @OfficialPersianTwitter,😁,1577,89142,2023-06-18
یه ضرب‌المثل آلمانی هست که می‌گه وقتی مریض بشی اگه دکتر نری هفت روز طول می‌کشه تا خوب شی، ولی اگه بری دکتر یه هفته‌ای خوب می‌شی. این کل ساختار درمان آلمان توی یه جمله‌س!  *IchFate*  @OfficialPersianTwitter,😁,2398,86412,2023-06-19
توی رستوران با فاصله از زاویه ی دید استیج نشسته بودیم ، احساس کردم دوربین یک نفر روی ماست . برگشتم نگاه کردم دیدم بله ، آقای توریست  عرب دارن از ما فیلم میگیرن! رفتم به مدیریت گفتم ، گوشیش رو چک کردن ، فیلم ها رو پاک کردن و عذرخواهی کردن. تا یاد بگیره دیگه جای سفت نشاشه.  *نگارُ الاطباء*  @OfficialPersianTwitter,😁,2119,84166,2023-06-19
امروز یه کیف پول پیدا کردم ۴۷۰هزار تومن پول و دوتا سکه تمام بهار آزادی توش بود واسه امروز دیگه کار بسه  *Iman*  @OfficialPersianTwitter,😁,2238,80255,2023-06-19
تنوع لباس مردونه تو فروشگاه‌های بزرگ اینطوریه که: طبقه اول زنانه طبقه دوم زنانه طبقه سوم زنانه طبقه چهارم مردانه ‌و بچه‌گانه🙄  *Shahrouz Chorakchi*  @OfficialPersianTwitter,😁,2021,83151,2023-06-19
والا ما یه دعوا سر خواهرمون کردیم ۴۰۰ نفر گفتن داداش من میشی ؟  یه دوربین عکاسی واسه عروسمون خریدم ۵۰۰ نفر فرمودن داداش دیگه نداری زن داداشت شیم ؟ مشکلتون چیه شوهرتون شم نادونا خوب پکیج کامل و اونموقع دارید دیگه   *انبه*  @OfficialPersianTwitter,😁,3265,75739,2023-06-19
الان یه زن و شوهری بچه سه روزشونو اوردن واسه غربالگری،جالب اینکه بچه قبلیشون نزدیک ده ماهش بود، یعنی اون یکی ک به دنیا اومده با سرعت یوز ایرانی واسه بعدی اقدام کردن اخرسر گفت حالا چیکار کنیم؟گفتم برو سال دیگه با بچه بعدی میبینمت، خودشون داشتن میمردن از خنده 😂  *Mr.goosh*  @OfficialPersianTwitter,😁,2759,84000,2023-06-19
توضیحش پیچیده‌ست ولی اخیراً پی بردم که قیافهٔ من خوشگل یا زشت نیست، قیافهٔ من خنده‌داره.  *پیپرکات*  @OfficialPersianTwitter,😁,1761,88199,2023-06-19
خانومه قفلی زده بود قطره چشمی رو مرجوع کنیم، منم میگفتم فرآورده استریله و امکان مرجوعی نداره و فلان آخر گفت پس نمیگیری نه؟ گفتم نه یهو دستگاه پوز رو برداشت فرار کرد :)))))))))))))))  *بــــــاوان*  @OfficialPersianTwitter,😁,2427,82221,2023-06-19
رفتم باشگاه ثبت نام کنم، یارو گفت چیزی بلدی یا آماتوری؟ گفتم اگه توپو پاس بدن براتون گلم میزنم. گفت کونگفو توپ نداره. گمشو بیرون  *احسان کنسل*  @OfficialPersianTwitter,😁,1317,87391,2023-06-19
با اینکه از گرما متنفرم ولی امیدوارم هوا گرم تر شه که من فعل گه خوردم رو توی صورت تک تک عشاق تابستون و گرما ببینم  *شارلــوت درونــــته*  @OfficialPersianTwitter,😁,1673,73851,2023-06-19
بزرگ‌ترین تأثیری که کافکا تو زندگیم داشته این بوده که قبل از کشتن سوسک‌ها، بغلشون می‌کنم و بهشون می‌گم «من می‌فهممت عزیزم. منم نتونستم بهش برسم.»  *پیپرکات*  @OfficialPersianTwitter,😁,769,72289,2023-06-19
یهو یاد اون جوکه افتادم که یه روز باباطاهر عریان داشته می‌رفته، یهو‌ وحشی بافقی میاد باسنشو گاز می‌گیره =)))))))))  • وایکینگ رشتی •  @OfficialPersianTwitter,😁,1915,84257,2023-06-19
سندروم استکهلم فقط هجرت نکردن از واتس اپ به تلگرام، در صورتی که هر دو فیلترن!  • فَرآشپز •  @OfficialPersianTwitter,😁,1280,79522,2023-06-19
‏داشتمو سیگارمو میکشیدم یکی رد شد گفت نکش داداش حیف جوونیت نیس با این آت و آشغالا خرابش میکنی؟ گفتم راس‌میگی رفیق چرا به ذهن خودم نرسید  دستمو گرفت گفتم کجا؟ گفت بیا کارت نباشه رفتیم یه جایی نوشته بود مرکز ترک اعتیاد فلانی خلاصه الان یه ساله اینجا با دوستای جدیدی آشنا شدم، ‏انواع مواد هارو تست کردم، انواع روشای دزدی رو‌ یاد گرفتم ، میدونم چطوری ۲۰۶ رو تو ۱۰ ثانیه باز کنم ، سیگارو ترک کردم ولی چیزای بهتریو یاد گرفتم ممنون از اون دوست عزیزی ک جوانیمو نجات داد و من وقتی بیام بیرون میتونم تو یک روز پولدار شم.  •کرمانشاه بیست•  @OfficialPersianTwitter,😁,1637,76226,2023-06-19
عجیبترین عروسی زندگیم رو تو ایتالیا رفتم. عروسی از ۹ صبح شروع شد. اول کلیسا و ساعت ۱۲ یه رستوران خیلی گوگولی، پیش غذا اینقدر فراوان و خوشمزه بود و ملت همچین دولپی میخوردن که فکر کردیم همینه. بعد که غذا آوردن سر میز و تا بشقابمون خالی میشد پرش میکردن، شخصا داشتم خفه میشدم! بهم گفتن به گارسون نه نگو که خیلی زشته نگذاری بشقابت رو پر کنه! کلی همه مجرد بودن که بعدا فهمیدم دوست‌های عروس و داماد برای کم کردن هزینه بدون پارتنر دعوت میشن🤯! ساعت ۹ شب عروسی تعطیل شد و جوون‌ها رفتیم بار! دیگه اون شب کی با کی به کی خیانت کرد، بماند!  • Gabrielle Solis •  @OfficialPersianTwitter,😁,2059,72947,2023-06-19
پدر ایرانی اینجوریه که از نظرش رونالدو بعنوان یه فوتبالیست آدم موفقی نیست. چرا؟ چون بیفتی دنبال یه توپ که چی بشه آخه؟! آره سلطان کارمندی خوبه، کارمندی، آره.  •ماحی•  @OfficialPersianTwitter,😁,1653,83797,2023-06-19
شما برای حفظ و نگهداری دوستی چیکار می‌کنید؟ من خودم دور دوستام می‌شاشم  • ةیچرالملوک •  @OfficialPersianTwitter,😁,1312,78375,2023-06-19
هی آدمایی که از هم خوششون نمیاد با هم میرن بیرون عکس میذارن، آدم میترسه واقعا.  •aLi•  @OfficialPersianTwitter,😁,975,79666,2023-06-19
اسم اون بیماری که شیشه‌های ادکلنِ تموم شده رو نگه میداری چیه؟   •زهرأ•  @OfficialPersianTwitter,😁,2489,80814,2023-06-19
‏بزرگترین فداکاری که در حق اطرافیانت کردی چی‌بوده؟ خودم خواستگاری داییم بودیم گوزید من گردن گرفتم الان یه زندگی ساخته بیا و ببین  •خلافکار•  @OfficialPersianTwitter,😁,2961,80947,2023-06-19
‏اسامی طالبی یه‌جوری شدن که پیش خودت میگی برم سرکوچه یدونه بخرم بیارم دورهم بخوریم، وقتی برمی‌گردی خونه متوجه میشی تنها چیزی که نخریدی طالبیه و هرکسی داره به یه اسم متفاوت صداش می‌زنه.  •کروموزوم ۱۱•  @OfficialPersianTwitter,😁,1350,83337,2023-06-19
این که منو میندازی باعث میشه زحمات یک ترم هر دوتامون به باد بره استاد  *ژنرال*  @OfficialPersianTwitter,😁,1624,84065,2023-06-19
‏یه مدتی هست از بابای آرات خبری نیست چند وقت دیگه با یه بچه جدید میاد میگه دوستان بچه قبلیم با ۶ سال سن صفحه های رشدش خراب شد حمایت کنید دوباره بتونم بیام بالا🙏🏽  *پتانسیل*  @OfficialPersianTwitter,😁,1432,86038,2023-06-19
همکارم رفته خواستگاری بابای دختره گفته چیزی مصرف‌نمیکنی که؟ دوستم خندیده گفته چرا هوا مصرف میکنم :))))))) بیرونشون کردن  *خلافکار*  @OfficialPersianTwitter,😁,2032,88764,2023-06-19
داشتم روی تردمیل می‌دویدم، یکی اومد زد رو شونه‌ام گفت داداش دویدنت اشتباهه. سر تکون دادم گفتم ممنون. [مگه دویدن درست و اشتباه داره] رفتم پیش مربی، گفتم مردم دیگه عقل براشون نمونده، یارو اومده میگه داری اشتباه میدویی.  گفت مردم رو نمیدونم، ولی این که داری بهش اشاره می‌کنی قهرمان دو میدانی کشوره.  »يونانی«  @OfficialPersianTwitter,😁,3551,81948,2023-06-20
بدترین اتفاق میدونید چیه اینکه من داشتم واسه خنده و سرگرمی باش لاس میزدم ولی الان منتظر پیامشمممممممممم، شتتتتتتتت 🥲🥲🥲🥲  »Nia«  @OfficialPersianTwitter,😁,1942,80300,2023-06-20
بی‌شرفی که تو دبستان ٢۴ رنگ فابرکستل داشتی، تهش چه عنی شدی؟!  »کارتمن«  @OfficialPersianTwitter,😁,3476,81379,2023-06-20
چطور با این قیافه‌ها اعتماد به نفستون اینقدر بالاست؟ قرصی چیزی باید بخوریم؟  »pew«  @OfficialPersianTwitter,😁,1380,77183,2023-06-20
دخترعموى من وقتى باردار شد با بچه ى تو شكمش انگليسى حرف ميزد. وقتى اين بچه به دنيا اومد باهاش انگليسى حرف ميزدن. وقتى زبون باز كرد تا ٤سال اول فقط انگليسى حرف ميزد. يبار ازش پرسيدم شعر بلدى بخونى؟ گفت ياااااا!!!بعدم شروع كرد: هاشِم بو لَمپا ره بیار ، بَوینِم وِ چیه ... فک کِمبه وه گیه ... فهميدم مازندرانى هم بلده فقط فارسى بلد نيست!  »S1375412«  @OfficialPersianTwitter,😁,3218,80127,2023-06-20
خیلی سال پیش رفته بودیم فرانسه ،زیر برج ایفل مست و پاتیل دیدم یکی داره از این شرط بندیا میکنه که زیر لیوان یه توپو جابجا میکنه، یکی دو نفرم ۴۰۰ -۵۰۰ یورو بردند ، اخر سفر بود کل پولم ۴۰۰-۵۰۰ یورو مونده بود ، منم گفتم ایول ۲۰۰ یورو گذاشتم و با اعتماد به نفس لیوانو انتخاب کردم، باختم گفتم حتما دقت نکردم دوباره ۲۰۰ تا گذاشتم، یه بنده خدایی هم هی بال بال میزد نذار، دوباره همونم باختم، البته بعدا فهمیدم این کلاهبرداری از توریستا معموله، دیگه کارد میزدی خونم در نمیومد، تا ۲ روز مجبور بودیم صبونه سلف سرویسو لقمه کنیم برای ناهار و شام که زنده بمونیم برگردیم فقط  »کتابشاه سوم«  @OfficialPersianTwitter,😁,1833,76281,2023-06-20
این شخصی که ازش vpn می‌گیرم مشخصات یه دوسپسر خیلی خوب رو داره. زود سین می‌کنه و جواب میده. خوش‌قوله و هر سوالی می‌پرسی دقیق و صادقانه جواب میده. وقتی یه لینکی سخت کانکت میشه تا درست شدنش کنارته و روز بعد هم مسج میده و می‌پرسه مشکلی پیش نیومده باشه. شب هم هرکی خونه خودش میخوابه.  »موز«  @OfficialPersianTwitter,😁,2529,76575,2023-06-20
